uniprot_acc	1_SET1	2_SET1	3_SET1	4_SET1	5_SET1	6_SET1	7_SET1	8_SET1	9_SET1	10_SET1	11_SET1	12_SET1	13_SET1	14_SET1	15_SET1	16_SET1	1_SET2	2_SET2	3_SET2	4_SET2	5_SET2	6_SET2	7_SET2	8_SET2	9_SET2	10_SET2	11_SET2	12_SET2	13_SET2	14_SET2	15_SET2	16_SET2	1_SET3	2_SET3	3_SET3	4_SET3	5_SET3	6_SET3	7_SET3	8_SET3	9_SET3	10_SET3	11_SET3	12_SET3	13_SET3	14_SET3	15_SET3	16_SET3
Q9H0Q3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97100	84648	34495	79891	86601	51695	116760	115980	92515	63707	99814	109930	120370	76836	60011	107670	46287	41110	31167	49020	43413	48044	45809	39424	46151	36346	67971	37307	51987	45940	36160	51767
Q9H0R6	129440	164350	199280	216720	131950	147270	154400	145040	226260	177190	269820	239980	215180	219080	204150	206840	357610	444320	249760	298920	194290	414320	336230	364330	411380	291020	472330	352580	377210	164180	247050	375570	179390	217150	204840	220870	196590	168580	196850	195000	169940	199400	171490	159460	227820	180180	186870	211950
Q9H0S4	232150	306520	322580	305220	226280	272000	264710	260270	281140	307980	330630	313340	283980	297920	348170	307330	677770	629660	469790	533790	305550	743300	623570	622350	621850	521750	708290	584110	535300	262960	496380	631800	271930	323370	300400	345900	299790	253770	333510	286700	226890	261130	237460	215650	294750	244940	287620	285890
Q9H0T7	9715.6	10634	8131.2	25051	33218	19175	9952.7	18219	21130	9786.9	8150.2	12760	23529	19360	32259	11933	24837	20818	21796	48499	28728	61598	27874	61084	48428	25992	25941	33082	55633	22763	35881	35412	55596	33643	28062	54004	53946	29198	50346	48585	45845	44373	47922	43152	43237	47665	50414	47563
Q9H0U4:Q92928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H0U6	24862	30697	35121	31509	24142	27113	29067	27738	30867	35584	35632	40501	30510	30656	32351	31992	31018	27764	21491	27367	12900	29609	32329	29939	32382	26283	33744	29497	26183	12784	14738	30931	63104	59913	61921	60255	55397	46033	59854	61528	56156	75467	49198	59684	63815	49057	50973	70055
Q9H0U9	23842	27951	33141	24562	18656	24754	27897	23053	35207	32904	40945	28945	24691	28726	28125	29357	57905	76227	48511	61735	49234	70567	62599	57369	84743	56211	93300	75439	43998	31102	38500	71006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H0V9	86051	100940	104920	121000	123630	111000	118620	114150	106520	96984	121660	127300	120100	105840	113640	113250	95490	82568	60785	66363	39892	94476	81455	81076	81403	76601	96474	86416	84091	36626	60546	86249	54250	56908	56839	61081	58248	47344	54526	53638	51358	52693	45664	47701	56140	51929	38600	57003
Q9H0W5	72643	88072	106290	61271	51922	63732	84639	74725	99512	109180	119690	103540	77545	77840	104860	88503	157470	175620	139000	139740	78673	124710	148750	112780	146440	115830	186360	175920	103190	153770	104810	171740	112490	150930	137940	114250	103460	88211	125120	104550	107480	152540	122100	121470	110990	105230	119290	148670
Q9H0W8	13207	15198	16485	14875	9195.7	13411	15331	12785	14051	15092	16066	13175	14387	14322	16151	17541	89071	77977	69554	83321	66100	88534	73174	80697	82922	70469	85493	89612	84324	63714	63803	85271	72747	68870	63750	77378	71083	62197	72515	69286	69802	73786	74828	76782	73109	71611	68469	76611
Q9H0X4	85075	103000	88972	64693	95789	89113	85101	89930	74381	84192	101490	98153	85942	70722	74261	82572	189070	116700	178560	130520	79120	156540	162470	137660	134900	151770	175470	168490	122250	193940	86201	176880	115240	85319	97526	76816	82977	75153	110010	100400	100450	120550	144990	121060	113310	97098	99696	129310
Q9H116	14271	13660	15635	11330	8318.2	11063	9676	11117	12243	13366	13984	10074	10066	12170	11629	12275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H147	13478	18630	18131	15603	12873	13663	11767	13182	17361	15306	20886	12729	14121	12882	12643	14056	59842	60813	59050	55086	28022	63960	50144	56849	57568	58446	70720	67182	55115	47621	50287	63855	58734	60562	80780	62322	57128	39888	60794	60945	56789	88465	77058	73814	78523	56058	70421	91403
Q9H1A4	140390	191630	195680	268180	180050	160720	179360	188850	205400	180650	205170	221190	219820	208590	226900	205050	348320	301890	214890	212490	142220	323100	211940	227340	235550	214030	301420	220620	258910	127060	214220	285510	138560	169410	167020	175700	162130	130950	150470	148400	142210	147890	133780	132430	161000	143550	123340	168330
Q9H1B5	29800	41454	40260	38129	32860	33327	38944	31303	38360	37072	44805	63366	45267	39841	43831	39023	52081	43878	32435	41508	26717	53093	50282	50905	50088	44120	52373	51104	46709	25983	37195	53013	138800	123840	114230	142860	138330	139370	138330	144440	120690	124020	108560	117990	132210	122870	103410	142030
Q9H1B7	1047300	935230	885730	864100	760820	948980	954460	884080	978450	1038400	1121900	812570	864940	836400	907640	973480	855250	635270	763470	670180	439490	764250	673860	640030	706790	730350	880450	732010	668210	621600	626370	834140	819940	648290	689240	725780	700860	600160	831690	758600	905340	897200	914470	863590	773630	797520	732770	895430
Q9H1D9	77135	108040	118130	154740	115890	123710	134860	130070	133220	127600	149910	154100	149430	137750	148690	130480	181510	149370	141170	159880	111290	171420	162960	168650	172000	179960	196060	191140	176920	134150	137250	188280	303110	294300	298450	337710	345740	258110	316400	327970	338720	321540	342250	352470	372210	334940	316830	370850
Q9H1E3	1052400	975280	772350	651000	567660	696840	681400	821800	610870	723010	520390	513060	568020	546510	391140	717730	1100200	564250	974170	484100	1575000	890850	802870	662150	634010	1135700	759120	602880	693120	888720	919490	1016600	960370	539270	527070	514280	614770	452780	909580	665310	874650	712740	1690800	1332600	692170	609560	738180	1048100
Q9H1E5	8440.1	11535	11982	14497	15366	10754	13477	12477	13255	12284	15564	34304	17251	13864	16968	14428	25202	26762	11096	20684	16964	26791	33279	42058	27598	24924	28775	32341	37602	15182	25865	23805	26539	19167	16019	22144	21682	17291	20710	19507	19168	23077	16579	15172	16254	23258	14874	16790
Q9H1I8	113270	133640	122530	110140	143740	150300	146210	158170	160030	126370	145380	146470	154350	131450	171700	159000	174560	157480	102210	173030	123240	176190	222780	203540	190760	154880	176170	205790	283930	171530	185680	185160	81867	84401	67946	109270	112030	101380	126780	117590	136540	107620	100140	96417	99992	138000	115090	102850
Q9H1J1	140700	160390	137500	119290	107710	140730	245660	142340	159900	206450	196810	184050	122890	164150	138810	166520	86719	66491	78745	78024	64908	85261	75015	72850	85507	79037	79190	83984	76727	70884	92496	92909	17851	18083	17501	20792	21185	15462	18488	22020	23736	18949	17279	19871	21791	22561	21043	22493
Q9H1K0	62917	75682	69534	76006	68561	73620	72350	73662	73248	73085	81438	75500	79718	73712	69480	71992	131770	106140	83626	97643	111480	120640	113960	122770	105630	108180	111460	103260	126900	70346	80945	108510	25693	26714	26727	31024	32386	19422	33427	30117	32246	31152	33930	31559	29562	27069	27284	36358
Q9H1X3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51887	54863	50235	55893	55495	41758	51093	43797	44322	48655	36359	39123	43061	38288	26116	49641
Q9H1Y0	62466	86097	79548	92035	60822	84679	83567	74974	90455	79113	95386	78352	86016	94768	92958	85846	148900	126560	96932	94979	61622	157170	92219	98437	115870	130660	150640	129050	117530	56521	126660	143470	154770	158750	166200	164520	155960	116860	170850	140020	146910	177370	158910	174700	189900	155630	160740	197410
Q9H1Z4	62060	61962	51954	53399	53576	60044	49590	55770	56972	55998	57897	44726	53126	64807	58078	54792	24847	21262	19960	13550	11657	26407	16311	17451	19030	26822	26705	20737	19743	6652.4	28557	23443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32198	29287	30904	34018	21966	33986	29250	31446	30510	30199	34522	31332	34564	29954	23070	34018	36322	28764	28951	42749	42878	35137	32449	43853	35330	36194	41194	35215	39133	33181	30274	39602
Q9H211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8266.2	7885.5	8307.3	10095	5795	8203.6	8043.4	9123.8	8569.7	8093	8885.5	8608.6	9796.7	5854.2	7197	10977	7527.4	5052	4374.9	6104.3	6289.5	5653	6619.3	7889	7302.5	5377.7	7930.2	5541.3	7196.1	6441.4	7524.2	6746.3
Q9H213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9762.7	7293.7	7666.4	8789.1	4420.8	8727.4	7246.1	6747.3	8449.2	6560	12064	9320.1	5544.1	4546.1	5289.9	10971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H223	759980	961980	962390	685270	737000	622320	728930	745370	622850	948120	1004200	731350	707030	552740	740030	806840	1271600	1038400	796790	604490	351060	1080000	772790	828930	648350	756370	1148200	884220	496030	304310	499390	947910	398500	524670	535520	332940	309350	254620	396050	360680	345670	484960	308650	435940	279400	271610	218090	462330
Q9H267:A0A2R8YDQ0	246650	316370	258900	366400	333830	295920	302980	325440	281320	320540	311320	323890	363150	326010	294440	314230	506680	345640	300650	358350	210880	576400	429990	516390	409970	476340	448200	442760	530710	190940	416480	488460	288880	270830	267250	339960	366040	409730	327330	407240	333020	293590	323640	311600	337110	330170	264980	324470
Q9H269	98345	130220	123170	143830	109380	126020	138090	122590	148750	155540	155090	132630	129400	172470	120520	138090	245700	192200	210610	236980	127920	317190	269720	257030	282470	271830	303730	276490	281730	219540	228650	303180	80688	92483	89691	111590	115560	89834	133210	103720	112000	125680	122040	105580	138040	121440	111050	120320
Q9H2C0	17649	17152	13235	12659	8903.4	13090	9964.6	12318	12132	15349	12340	8990.5	10107	16171	13310	15072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H2D6	210230	195400	209330	125890	139070	176550	157720	164850	167640	197860	197110	171730	144410	159540	169280	199760	344820	235990	230640	254530	189190	269450	285300	249910	246260	335510	311470	322830	314520	334410	345920	339270	415850	316230	318970	312420	316700	228030	365050	293040	409970	435210	578440	437450	371740	431020	438050	435300
Q9H2D6-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H2F5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25719	24073	23946	28802	34882	25586	25454	28011	25823	27257	27625	29138	27484	27641	19060	32330	17264	16104	17321	11774	11095	4516.2	15146	7666.1	11006	19624	19997	14924	17653	10843	13987	20167
Q9H2G2	357160	404690	334990	364790	365480	384770	437690	375720	415350	433470	432200	412510	377240	392130	378570	395640	872130	729610	593370	656490	474430	772400	929980	736020	805820	917600	919230	971430	767410	560960	672190	912990	299260	298830	267950	318060	329220	247950	422120	341240	396530	356340	362560	407610	316080	363990	328090	401010
Q9H2G4	14246	15670	13425	12015	11683	13729	13252	13529	13575	16927	16623	16212	12913	15395	13640	15627	12062	10507	10095	11194	12686	10620	10111	11676	13110	19205	12548	17113	11357	12360	9636.7	13847	25338	22213	20170	39035	40732	119440	29330	47070	39746	24347	22853	24333	25079	31053	25785	28152
Q9H2J4	206240	254020	225840	226910	237810	265970	246430	281160	265910	221810	276920	214790	279950	269770	264450	239850	436700	375460	244970	329030	206950	456490	330910	371290	349510	274440	361900	339630	337720	248800	241550	357810	154720	188710	189060	225950	216900	176990	192650	203620	164360	153720	134550	149260	187410	169360	139330	190900
Q9H2K0	91250	101370	89864	81699	88625	87821	94848	85232	83268	97310	109430	123080	84675	71663	79451	98784	36070	26294	47272	33245	11327	31705	32012	25961	27240	35333	35647	40101	22650	34808	21216	37790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H2K8	6334.9	8005	6859	8100.5	6624.1	6072.6	7331.7	7915.5	9866.2	8110.6	11054	7451.4	8304.4	6960.6	9215.2	7866.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4638	4834.2	4411.7	5797.2	5357	3588.8	5743.9	5611.6	6468.9	4797.3	4455.7	5067.4	4929.5	5484.5	5349.8	5530.2
Q9H2L5	5686.1	6093.9	5685	6183	6007.6	6357.3	5887.7	6471.6	6062.1	5842.6	6663.6	5804.3	6356.7	5537.6	4852.4	5919.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H2P0	1364500	1285500	1337800	1064500	968190	1057800	1057100	1108200	1102400	1072500	1316000	1201800	1063600	1152300	1053100	1150400	1600500	1375600	1266200	1285700	791270	1376900	1260200	1290400	1279900	1094600	1597200	1318000	1154700	856540	934020	1586000	2096400	1882000	2010100	1675300	1625400	1155600	1822800	1491600	1377200	1957200	1842100	1811300	2024400	1367600	1505100	2172800
Q9H2P9	77166	136200	127770	217420	163800	124450	182670	160150	178850	130610	159940	186930	201900	136860	198150	157840	185480	135890	97129	120610	98076	191860	154060	178360	149230	125240	146720	137000	173870	54934	100940	156600	41839	45527	40478	57743	54338	41936	51047	52067	53873	49915	43231	46493	51862	48510	39387	53033
Q9H2U1	963900	1206700	1113400	1244900	831100	985090	866830	976740	1078100	1100400	1132000	929240	1045600	1164800	1105700	1111600	1892400	1747300	1737200	1477400	916040	1947700	1337200	1477000	1616700	1537900	1790200	1570800	1445100	848360	1189800	1890100	1040100	1325000	1287300	1178700	1160700	828230	1057700	1056900	959920	1250600	1126500	1120400	1324400	979710	1004500	1354000
Q9H2U2	182130	223270	198910	196760	144500	179850	168720	166460	162810	239490	194190	190410	172450	195310	148670	194040	398440	317170	219150	193900	158160	400720	281550	289770	233380	333590	304200	262980	298250	123100	253680	328150	405460	409250	407180	376670	364460	263690	460450	357950	358650	409560	434800	431220	415770	331760	259730	459540
Q9H2V7	47492	61035	62632	70323	52629	69299	72282	64565	80193	78542	87506	91241	71639	86554	76209	72745	70514	54272	40579	54535	35734	67949	78371	61026	77533	58573	79777	67463	68614	35864	57585	66107	62401	65484	62612	68681	66682	58762	74808	63915	63993	68418	59678	56338	72634	70592	67112	73925
Q9H2W6	134330	168740	181830	159730	92471	141730	108510	112970	151490	172500	205400	166160	133830	162770	228440	173630	198210	224260	140310	120290	64264	194010	115390	136160	152500	172060	198850	171500	153190	84795	132340	177760	104700	135140	125390	94337	88963	61289	96806	83428	81929	100220	88328	97705	98635	99526	92953	117660
Q9H307	1860400	1668100	1753600	1323200	1452200	1738800	1410600	1566200	1644900	1505100	1950100	1614500	1524300	1449000	1450400	1605900	1536000	1446900	1263300	1573200	1233400	1306700	1454900	1391400	1449800	1139600	1461500	1473000	1388200	1604500	1002000	1646100	1562000	1091700	1012100	1240700	1192600	1104900	1153600	1214100	1263100	1255500	1257100	1087600	1245400	1229300	1112900	1365000
Q9H330	97390	130860	122540	136850	150380	141740	125210	135830	135510	111530	134390	183080	170600	118410	141140	137590	152310	120100	75339	85402	60850	140830	119910	143660	117250	113850	122240	110680	149290	57796	110300	128390	294610	265070	237790	256170	280810	221520	258090	282860	252130	176080	212070	213210	271530	248280	187730	279500
Q9H361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H3G5	435300	511500	462600	608850	421390	376650	467500	442010	382750	601180	526720	646120	451090	580780	473120	523950	580310	448620	378780	377490	252920	612230	426740	438230	356530	759480	623030	541370	546240	232760	515930	598810	279480	235360	290000	249050	255780	157790	279990	236640	259520	337160	363570	328470	338370	288920	250100	336200
Q9H3H3	30681	42002	39691	52362	35671	32337	37282	40056	44259	37635	40317	41567	42685	49476	52247	44911	43791	35672	24883	34703	24207	38359	39721	43322	40595	42020	40211	43420	45741	21414	41555	39108	64662	71662	74762	68716	67081	53920	80232	68646	74067	78430	92014	88061	81988	74909	67595	89861
Q9H3H9	116070	116200	86592	80304	76560	83349	101490	98531	82547	100080	109740	86889	89504	89989	89430	95833	7652.2	4096.4	3383.9	5353.3	5385.5	6800.6	7543.9	6943.9	5681.6	5882	9225.5	6834.1	6191.6	4191.6	6177	8524.7	2927.2	1457.4	1994.8	1526.7	1819.4	2214.9	2398.4	2593.4	2791.7	2223.5	3488.2	2790.2	2338.8	2203	1918	2875
Q9H3K2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154190	128250	88252	128230	80105	163400	157510	171150	149150	94801	122280	122440	160300	74628	84672	133010	8580.8	7343.2	6248.9	9514.3	11132	8288.9	9859.2	10031	9165.5	8191.9	6585.6	7043.4	7126.3	10804	7006.1	8564.3
Q9H3K6:H3BVE0:A0A087WZT3	344520	344500	270310	297990	250820	326420	256070	297000	317290	357920	287360	210770	305820	327420	374030	310530	486220	369930	385280	355680	235080	478560	313900	335410	336750	383200	418200	357960	355010	288630	356950	441940	354790	354170	367680	465340	430600	333470	482790	448880	433950	529780	510320	538660	538600	441060	507480	552650
Q9H3N1	1233500	1351300	1311700	1320400	981140	1369500	1365400	1222300	1698600	1530900	1924200	1755200	1336500	1863200	1532800	1555800	991720	982930	779610	758900	457630	992570	959490	810230	1130200	952140	1217300	1065100	890210	786990	828570	1089200	1465700	1618600	1447600	1243500	1413600	999520	1463100	1214400	1182600	1571400	1277300	1360200	1530300	1394800	1045500	1650300
Q9H3P7	173800	228290	218840	236030	235840	285600	251050	251970	269480	210550	242410	245790	290650	228980	305580	236760	378830	330590	245750	312390	211510	355250	354570	350420	352010	301990	336040	325180	345570	239430	277850	356510	199780	204800	195810	275890	250560	267880	254110	273350	257630	209070	195300	213540	231250	248410	228310	260190
Q9H3Q1	115260	118970	100240	92774	89457	128630	91943	113400	85363	96251	91484	102130	104660	106740	92416	105480	60546	44826	46403	74265	105760	64164	72806	67195	65006	79706	59918	88605	95734	92134	76426	80616	49585	41113	43322	50169	49278	59109	44846	54667	61901	64179	82632	68007	59759	63404	68516	60303
Q9H3R5	767570	1024100	745090	752750	822960	835460	647860	903060	687070	684450	747870	655350	861160	663230	471540	750160	1105500	758680	699380	739420	505480	948900	757830	892060	696360	803300	760280	811320	841450	588710	534730	870780	369500	339780	400830	361630	365870	296670	377000	406360	440700	329510	450390	396060	382740	379370	288360	465360
Q9H3U1	610250	745510	718490	789120	584720	628260	646890	631110	705330	733610	802570	688890	686990	801050	693550	750920	936040	850580	604120	531510	381410	990220	578300	619510	665290	687380	896390	653700	591860	333650	487080	800410	617490	754740	711360	760010	773050	667460	716800	700440	557500	716350	577980	610140	749350	574350	547070	761150
Q9H3Y8	75548	101390	108460	62527	47842	79179	67748	73353	70495	76727	92319	70394	63166	88572	64645	76092	5504.3	5249.5	4437.6	6972.8	7587.5	4576.7	5445.1	6037	5949.6	3518.9	6148.1	5205	4897.1	3811.7	3165.4	6256.6	198290	185710	181980	139950	178230	161580	159050	172040	86652	219620	157450	116530	205050	76018	188900	224150
Q9H3Z4	88144	97504	99782	78102	77714	95870	105150	83353	96624	110100	109580	132120	77918	74549	87125	94652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H425	260570	269350	267220	218610	197820	211590	195010	223590	220120	220280	250420	192630	214960	238470	219140	225030	230630	171770	190110	233870	368440	173030	191140	204960	229000	178060	240730	205380	194830	285070	121650	252760	85963	66627	62148	72017	74936	60898	64704	75308	86614	94849	120880	86634	75298	83288	86493	94622
Q9H426	26598	43908	33391	29058	36307	34504	25124	36943	26251	25412	32926	29962	34770	27474	22674	29707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68925	61637	70237	76769	82491	98892	66119	91563	78877	69601	78471	81525	80097	70619	66506	82736
Q9H444:P59074	729300	810590	648820	603250	670450	766220	673690	758540	699830	721510	646880	671020	680970	693210	655090	669110	1317200	921490	1162800	1359500	1284100	1321100	1385200	1307700	1245400	1254300	1178900	1473100	1377500	1382100	1267600	1509000	662610	602940	622480	704890	706040	531560	748810	742090	878770	823060	955780	910490	774570	719250	730420	915940
Q8WXI7:Q9H446	128860	196390	147800	167220	164870	192330	163950	186230	174360	165620	185500	170660	185730	147120	180150	161690	192360	144440	119290	158280	236680	192900	150770	195660	177570	147970	168580	188980	186240	129710	145190	175150	132750	103840	103710	146990	146240	115290	139510	162730	171060	129040	120280	138450	130520	142260	149080	157500
Q9H467	151060	193720	137360	98692	151690	172610	126530	156200	113920	107000	122360	107000	126550	108680	81076	131550	205620	120340	115390	155730	195890	197040	195650	212200	144050	139050	150610	162570	194570	129480	114270	187120	259460	185030	206830	208360	230800	197850	259110	253440	303640	276210	355630	301330	231140	264590	222210	298720
Q9H477	16393	15221	13528	10829	11561	20304	20303	13002	14063	22076	11667	12579	9044.9	18096	15341	18786	23745	10934	9738.5	8344	8760.4	16616	13648	8044.9	6248.6	15690	9177.1	12058	12344	12604	23491	15750	10064	6443.3	6042.2	7051.1	7914.4	5506.3	17111	6643.4	10263	12173	23501	13455	12714	16067	18771	10615
Q9H479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2312.1	3031.5	2989.2	2702.9	3121	2985.7	3730.7	3174	3304.5	3073.3	4727	3659.2	3196.3	3032.7	2844.8	4291.3
Q9H488	71502	83219	84637	90836	56217	75845	63330	59989	86388	75513	83322	75911	69396	107620	105620	89206	384820	360730	272180	247730	155860	461290	260320	302600	369300	334490	376030	290390	321560	135140	368490	355930	254110	299780	300190	269290	229680	143330	260920	196250	222140	268790	214940	253110	294360	249340	229040	303240
Q9H496	31302	23921	21736	27946	20161	21479	31769	23661	36867	30863	32796	29055	29525	38435	32678	25288	67326	74931	54530	75794	43522	65309	89380	77647	101450	71419	105490	93338	63280	55877	39290	79194	46053	44837	34248	43616	43427	31640	46995	38621	29836	44775	28061	36621	55371	38389	39005	39098
Q9H4A4	528240	670120	614020	841670	554390	553030	649610	627060	695810	747230	740020	644940	662690	789980	695360	732640	913590	714010	524770	701330	471150	864860	816420	895560	804120	834160	920010	775710	895530	426950	674660	837470	740730	805800	764320	1069700	989210	767550	1196000	945500	889050	876040	946770	869110	938930	893040	676050	956020
Q9H4A6	282590	412790	391370	460670	255180	372360	347250	335620	422310	385690	380490	307210	400190	460900	410920	425460	658770	584140	350900	355990	235880	640190	424730	487370	513950	481870	564700	468400	460120	134810	457480	540480	179000	267360	307380	225170	235170	148140	216560	284050	184700	204160	191650	198890	267030	177340	149060	271280
Q9H4B6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H4E7	30773	40970	47918	57500	68796	64636	60878	58356	70525	48648	61859	99297	76282	37429	67162	48464	110820	108700	25586	81936	80401	99854	124720	122360	102430	61369	89054	84688	116220	33110	71210	92305	103970	113650	76762	121410	116580	104100	116050	110590	101540	72502	61187	70125	86484	104950	65926	103620
Q9H4I9	14058	18314	12987	13306	18462	16165	14198	17237	16681	17973	18153	42256	35392	16187	21289	16571	27017	31381	9710.1	17697	15462	17790	29168	45969	29578	12695	22477	27668	48999	24108	13417	18405	2775.5	2127.7	1875.4	4232.2	3442.9	3001.9	2939.2	3164.5	3007.9	3113.9	2574.1	2221.5	2193	3276.9	2797.3	3185.1
Q9H4L4:A0A087X0R7	263830	298080	298460	291150	252520	263800	230700	257890	291020	259040	297460	307830	322640	287510	300200	278710	489840	493870	315310	399480	315260	564190	453520	561610	479940	440090	521380	471980	603960	269290	433250	484200	456310	470960	463100	527880	477580	395610	486650	460350	386920	458920	436230	412930	469190	456010	374810	457860
Q9H4L5	47092	47122	39070	42288	40463	44146	35884	42409	36581	48940	42354	31336	38426	55148	34714	44418	28585	15773	35986	27105	11590	25979	20784	25099	21172	22262	26334	24442	21592	26962	16413	29674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H4L7	776310	839360	841540	746170	595370	707650	661910	763940	908170	789810	804430	592060	780020	845460	833340	765800	636480	625900	517890	685890	671870	638920	569550	615570	742780	515880	684600	629070	590120	362620	421160	698510	1140200	1405900	1358200	1472000	1388100	889340	1226900	1258400	1248700	1253100	1095300	1153100	1513700	1268100	1194600	1465500
Q9H4M9:Q9NZN3-2	428220	499760	533010	362760	356670	335640	364450	399750	363840	500150	557810	392040	391580	352790	542850	465320	829470	724410	594140	550640	312140	679450	529670	577200	489330	513660	843750	664020	325160	317480	310470	705880	870280	1193600	1152800	907740	759300	665220	870110	964610	820750	1423500	746010	1074400	715690	636910	791460	1179100
Q9H4P4	48074	49153	46375	35593	29175	35506	28097	30503	39552	38242	44964	29873	32714	47628	34659	40736	64706	58265	50709	66917	40000	25369	35535	44054	26916	32913	31119	53445	53539	73669	33526	45515	63250	39491	14466	52989	54781	54605	38242	60994	54424	34988	34084	30557	43822	77007	62412	34577
Q9H4Z3	77359	87151	74117	88722	99088	102680	79431	91821	87454	76978	81415	83498	95300	76261	74530	81865	33333	24196	18365	23841	17808	30924	24899	29336	26511	23102	27715	29136	31718	28326	33669	30217	41322	32215	34074	38867	42589	32438	35211	43247	41726	38670	43186	43275	42352	51582	41588	44789
Q9H501	1078400	1124700	1102800	979500	946830	1136800	1049900	1029700	1214600	999120	1097400	1075100	1019000	1066400	1138400	1070000	1148800	1062800	1110700	1147400	818550	1191600	1291800	1051600	1364200	1059600	1157100	1175600	997670	1125300	878850	1255100	946490	775370	803500	927550	877600	714110	1004300	913360	1018300	1002700	925710	920770	975430	939620	1152500	1079300
Q9H553	68904	77275	71541	80910	67671	74499	73152	77282	85589	79560	91354	95582	88051	78315	88259	82374	110400	98807	110500	107050	53691	120980	114020	112300	133100	106490	124450	123420	107190	98294	89820	130670	201010	221890	186270	242120	209260	184380	205840	220510	198460	196940	155480	187800	202620	210430	169640	201290
Q9H582	70467	76851	73109	63201	59643	60271	56404	83190	60670	61225	67628	75093	64552	54762	48619	60659	61041	58877	45541	57736	79819	52410	57151	61952	55662	48445	62337	63840	67019	33417	39326	69692	274160	222670	216210	214960	215280	180810	207060	211560	227200	230250	279980	252400	259680	217540	199270	278180
Q9H583	686540	975630	1059100	1480900	901450	799370	934940	861070	1028500	1016900	1052600	1271500	1044700	1063100	1242000	1115300	1506100	1323200	862990	871170	555650	1537600	1206300	1231900	1174700	861350	1122400	949640	1133800	430150	796810	1149400	1078600	1374500	1293900	1302200	1303100	1009700	1168700	1059200	990460	1000300	716740	745300	1047100	996640	643640	1115800
Q9H5I1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82632	73004	65177	68159	25107	99201	84015	84763	86628	89227	114120	90633	83568	20480	73201	103490	13177	11597	11609	13739	12966	11654	12558	12518	12443	13784	12686	14363	13821	13638	13512	15074
Q9H5J8	11391	12905	12907	9706.8	8556.2	8967.1	9969.7	10343	10381	10420	11649	10193	11754	9072.1	8641.4	13028	12091	8634.1	8676.1	8496.2	4728.1	12003	9327.2	7797.5	9428.4	11238	13298	12742	7969	7054.5	7485.5	12027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H5L6	23035	23769	25550	25350	20292	24001	24502	23442	24684	27532	28571	24385	23068	25866	20345	25697	11336	7391.1	7306.6	4975.6	3548	8605.1	5689.9	4910.1	6948.2	11789	13612	8783.6	10184	5304.1	6769.7	10856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
