uniprot_acc	1_SET1	2_SET1	3_SET1	4_SET1	5_SET1	6_SET1	7_SET1	8_SET1	9_SET1	10_SET1	11_SET1	12_SET1	13_SET1	14_SET1	15_SET1	16_SET1	1_SET2	2_SET2	3_SET2	4_SET2	5_SET2	6_SET2	7_SET2	8_SET2	9_SET2	10_SET2	11_SET2	12_SET2	13_SET2	14_SET2	15_SET2	16_SET2	1_SET3	2_SET3	3_SET3	4_SET3	5_SET3	6_SET3	7_SET3	8_SET3	9_SET3	10_SET3	11_SET3	12_SET3	13_SET3	14_SET3	15_SET3	16_SET3
Q9Y2H5	21781	21903	21553	19039	20530	19091	25885	20438	26267	25733	35013	20416	18663	19872	19463	22017	70186	49885	33762	58285	37637	67169	107610	69790	74081	70025	95633	82131	58384	37343	45602	71016	19091	13907	15060	16979	16176	14790	19545	18178	20144	25120	22611	18171	15694	16809	16636	23644
O14795	109920	124960	102710	107540	86480	97691	96019	101290	107930	106470	110950	99053	114310	120440	97323	115530	51110	43594	30193	38441	28782	50307	41971	48410	49422	42749	44861	51111	56118	27776	41966	47745	69677	63741	65038	76530	72667	45878	76480	66147	70658	68178	68850	72579	77193	84540	64225	73698
O75787	51397	75876	80917	86612	59103	68266	66882	64615	79730	72016	78496	85450	76288	86949	113570	77375	269870	299810	136190	196210	109290	330960	253450	268210	291790	168540	281180	243970	210640	73880	200530	255610	207560	242170	251150	228760	227930	175210	216570	224920	161970	215570	139900	139490	239250	172020	175750	241230
A0A1B0GUW7	7982.3	10675	10197	10471	8620.3	8201.3	10808	10376	10245	10398	11180	11681	9151.2	10536	6943.3	10001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9480	14198	10434	10576	11274	7567.8	9117.8	9623.7	9538.8	11347	12373	9720.7	10244	8771.6	8920	11627
Q14156	5708.5	7574.6	6969.6	6408.2	5340.7	4348.2	7226.3	5641.5	6739.5	5877.3	7297	8103.8	7637.3	7362	9273	6105.8	7266.7	7679.5	4665.3	5880.5	3358.3	6146.1	7980.5	7837	7909.5	6627.7	7249.2	7288.2	7077.6	2866.6	6552	6912.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q684P5:X6R8W7	132140	158190	138880	183120	171240	144270	126420	180330	147600	116300	121020	119220	181700	142120	174740	147220	131170	106690	122890	151890	87324	141790	109710	149080	140460	116210	119900	128540	149480	117490	126240	150350	87613	96485	87938	117910	113070	87882	87671	129120	105680	83932	81715	92145	111480	106310	100890	107800
Q96N21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17981	20572	20040	15118	12661	9373.7	17486	12294	12855	20762	20708	18362	18600	14624	18761	22163
P15884:F5GY10	60850	67698	67135	68854	57969	69693	59982	69859	69909	53261	67572	55913	67774	71503	58668	60881	9107.5	7670	8066.2	11258	9940.2	9418.1	8978.1	11322	11259	7261.8	9615.7	8934.1	9754.8	6299.9	5508.4	11284	46723	36102	35323	46485	44723	37084	36284	45345	44439	35292	42509	34278	41422	36117	35578	44062
P20226:Q6SJ96	129970	131660	114580	129200	78680	90502	93005	98185	105130	138390	101990	87065	101300	145170	112920	124010	123950	103930	91308	57821	38898	118610	66110	67929	72887	110840	102400	69676	75089	24095	84229	103400	37369	43602	43078	36703	34907	25352	39573	27581	32435	40364	44032	38496	45317	33812	32392	44990
Q6ZN17	414000	436080	418640	383790	288040	422170	362330	418550	447190	386550	430130	372620	374690	436740	400730	409860	282410	265630	226410	272380	182980	269420	253410	240730	283270	247740	301520	283320	261830	254060	230500	302120	384950	309250	329870	391760	362900	294960	372080	375700	422450	397550	477580	440430	428440	423810	450460	455980
P07339:A0A1B0GU03	844100	935900	798700	1018300	765470	834860	1099200	813450	902420	1156200	900380	1425800	1014900	1207600	948650	989470	1644100	1377600	1226500	1611400	889610	1948300	1983200	1560200	1756200	1973100	1792100	2453200	2150800	1982600	2011200	2014000	1438400	1012600	1050700	1231700	1233300	897080	1524400	1165800	1483000	1518700	1357400	1598500	1610300	1731400	1926500	1430800
P78312	82170	78278	82619	70491	59496	63977	61044	64344	74940	64748	90974	70154	67927	67014	68790	65576	190180	178310	177630	196920	113730	167800	154550	171900	169040	144100	186580	196120	172800	216290	115860	190670	56094	52466	46406	56935	55195	37717	52011	53854	51005	57540	49613	50050	54137	53261	52818	55443
A0A1B0GVU9	13619	17375	27158	18717	23720	37157	29783	45680	25193	20749	21346	45999	47187	11431	22169	38450	122370	170770	42204	135340	250370	57329	116660	164440	100230	53333	83532	140100	359670	156040	159540	127020	34305	13292	7810.3	22237	26172	25831	21296	37672	28431	10362	13716	11121	20715	43778	16136	15359
A0A1B0GVW8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28181	21098	20760	26754	28208	24714	28096	33934	38169	31974	36167	38564	31418	38833	34661	27712
A0A1B0GW03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1B0GW05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33313	23073	10770	23236	17346	25305	34021	29347	25481	20734	23598	27803	26436	11829	18912	25240	34139	27614	25068	29714	27808	25297	31857	29351	27071	19781	27686	28373	29688	25323	21294	32088
Q8WYH8	84498	87075	85951	79234	79906	91577	80372	88011	83464	84173	115640	104000	79897	77720	72901	82896	97950	92885	73593	100090	68382	71992	86842	88102	77479	69013	90575	98108	91440	101560	53141	94786	109540	76496	63644	92252	90737	98269	78388	111090	93102	88742	84883	85957	97705	99011	97753	97161
O75503:A0A1B0GWJ7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24196	25124	25686	27083	24511	18739	30421	21835	23329	28006	24280	26354	27978	26824	27667	29028
P0DI83	115880	126060	134360	86155	76554	82717	81274	91268	94720	105520	114300	88261	77775	85820	96416	97266	85134	76020	73624	80940	62801	77062	70092	67853	79563	43974	78250	74868	47463	58968	31279	86022	92719	85787	80277	72450	81702	60124	68091	81017	66398	103180	70984	67588	68060	66514	72356	95721
A0A1C7CYW7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q16555	5360600	5312500	4176400	4077200	3811800	4942300	4343300	4462700	4783600	5048000	4825700	3365800	4377900	5507800	3966700	5001200	5368100	4284800	4119800	3291400	2583700	4422100	3633700	3835200	3818800	4325600	4484900	4073900	3909400	3643600	3072600	4874600	3621100	3738500	3728500	3721000	4179500	3308000	4492800	4196000	3814200	4592800	4536000	4566800	5154900	3912400	4163100	5160500
Q8TD08	58003	78224	71473	93982	25109	50978	39357	38258	54380	78628	59745	31909	43252	89154	61889	82762	90593	70676	52497	34030	30277	93936	39197	41977	39717	68406	70991	40149	41574	17918	61864	69424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BWM7	75296	78552	76304	75555	87590	77595	76092	67514	70695	79970	86434	83386	68298	74532	65149	84223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54793	38373	50761	43476	50381	42813	52451	50319	48730	52909	53292	53735	48270	48971	42426	57596
Q969N2	76055	83885	89070	113520	78068	65804	83933	78204	83451	102580	94542	111300	78111	97527	82011	90442	64575	50781	37413	27169	18165	66755	39578	35295	39080	54632	58932	36339	42245	8770.5	46973	54901	181820	198600	188330	165160	170120	152340	176980	152570	140810	175310	153290	155820	169170	146910	111420	182340
P42226	18962	27561	22426	54762	33081	20759	22163	30717	24028	34088	27425	32662	33634	35437	42789	33312	36253	27707	16470	39331	30716	28654	33104	46768	24988	30048	27930	27810	52699	38740	30403	33458	86562	63320	73130	118050	115550	76092	84804	124760	103250	119270	137150	98461	121170	102950	126240	111570
P17948	135120	132280	116620	136660	137700	118380	129400	131610	148080	90826	112980	126880	120830	109630	91675	118190	52415	50935	37933	47440	27198	48110	63622	56336	63799	32811	50034	57030	30284	12436	19708	49338	106440	97191	89074	88781	82953	71109	97751	88263	81507	70250	62975	90098	78877	64764	63262	104100
Q15652	871240	895690	876860	780530	622270	674230	640160	705440	729180	714210	726130	685020	676690	674820	695590	756230	492170	443440	387170	473000	431890	400020	367970	430350	419400	299930	407550	399390	415690	393950	271950	498930	978330	871950	815040	817640	813890	609300	734430	793540	766600	878470	752550	828180	781990	748530	706790	938360
Q9H300:A0A1W2PP11	44306	54557	63002	42525	43568	53906	53347	44558	60213	57784	73881	68088	52955	52408	66343	56910	24219	26506	19637	25119	12927	25259	29351	26435	28684	23221	29088	31413	24878	31900	20294	27163	9021.1	9195.4	9631	9633	7668.4	8426.6	10796	10545	8517.9	12637	9770.1	11104	9712.2	9143.1	10210	11967
P04198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O75382	5766.7	7098.6	5652.8	6835.7	6026.5	6135.7	5924	6403.9	7121.4	6775.6	6228.4	6080	6872.5	6855.2	6697.6	6564.2	35778	33975	29657	31193	17203	33972	35044	32196	36308	33264	34983	37613	33182	23293	28632	37651	34276	37846	37150	34467	37258	28506	38616	39359	42957	37064	46742	46198	41437	41678	45938	44877
Q96SW2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66365	72859	86375	46666	51919	38125	69482	43427	51922	75516	80933	84402	78550	57713	59473	87364
Q14108	237440	305310	223940	291040	295000	411330	258680	277080	246260	282480	264480	429340	329970	248820	215380	275620	339140	255740	162220	168690	155760	326130	257840	241990	196000	280870	244810	275450	330960	183280	247980	274480	373290	293310	307010	301730	321710	225000	373710	321930	350450	321640	338830	373240	369710	356460	317840	401830
P23193	1801000	1231700	744990	699550	747540	1182500	649770	935970	868560	874130	775040	587850	860120	1226400	817310	1008100	904790	650620	1094500	1010900	734390	933720	757830	778150	943560	1054000	706420	928540	1295200	2425400	1041400	1096000	818570	548230	591130	780320	793140	584570	712620	871300	1088700	1441100	1381800	1289200	1352800	1217100	1987500	1258500
O60563	21291	24032	23790	12163	17575	19810	21021	19402	26647	20129	20903	19160	20426	16310	23217	22881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2770.4	2466.6	2242.7	2996	1885.8	1662.3	2311.5	2385.3	2501.8	7642.9	4625.1	4078.8	3597.7	2605.5	3860.9	3846.5
Q13127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54451	36536	47740	47375	34341	39891	41244	43230	36736	33057	41825	43634	48247	56865	35594	55780	73423	49127	50476	58210	61563	46813	55023	60199	64561	63730	77582	64963	71180	59660	67092	72913
Q8NC96	92719	88565	74973	85994	82271	81504	71498	91779	91374	72028	85423	69183	86245	85326	115910	80665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112900	125670	126430	121710	119630	104280	112130	142230	124560	141420	106420	121360	137690	114580	188360	150620
Q16875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5JU85	158590	211460	210370	108750	129950	102400	80402	117580	134290	148890	140190	139060	141760	107500	169370	147740	54311	55311	30307	36995	20878	51612	35384	56372	47801	35513	41314	43333	46732	17927	31394	46227	11643	15568	15937	13020	13613	10714	11286	11251	9813.8	11657	9690.2	10659	11393	8754.3	8409.3	13225
Q14353	14424	17136	16989	21944	20433	20348	16177	19647	20546	14335	15801	17333	19985	19128	25464	19225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15056	27409	23993	22279	16400	19217	15846	20872	21678	21300	18899	26919	16976	17952	16478	21822	20882	55603	48099	33269	42138	26147	47308	42660	41146	50722	37466	52682	42980	33096	32440	27379	49256	39342	41267	40425	38206	36114	25444	34607	38673	38104	39093	31876	43696	31194	31977	32006	44550
Q9NVC6:A0A1W2PRB8	317610	346850	274320	484070	303290	392320	345820	343970	343900	441340	414790	342450	373410	476420	322990	392610	368930	315940	305080	327590	215880	550760	306340	378290	340100	579680	503330	428470	418270	223700	386210	449660	265360	267140	307510	398590	412220	239280	391600	380630	365790	468720	499830	531630	531160	378740	361170	472880
Q16637:A0A1W2PRV5	638380	687420	675640	600550	449260	553890	543770	547960	587450	824160	800690	560980	576680	728830	604820	741440	542530	467580	376790	398850	257580	326680	326680	305120	267980	365750	465430	461030	357610	313840	380000	466320	194160	238180	259630	211430	200180	135700	242000	209610	198950	272410	320110	276650	273530	194520	177180	319890
Q8NEB9	218450	295850	300770	469820	289650	264730	311770	313710	342580	356700	318000	350250	374750	384410	383840	345880	216850	187360	157370	209420	120970	267230	215440	254090	259200	196490	220780	224310	256190	94001	169300	239660	167740	204140	204930	211380	228840	179860	195610	212340	182180	212600	175410	190790	244790	191570	177470	223780
P04439	955210	964200	786650	353020	354090	453490	756440	395480	766720	1272800	1770600	1322800	420010	764590	587290	932140	1227000	1026000	1075600	445270	285920	540920	968040	476960	945440	1428700	1862300	1684300	484540	679450	606140	1266200	582670	418670	466040	322330	360360	256550	440070	347940	349480	652670	698460	658980	397230	381290	382020	661660
Q9BXT5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1X7SBR9	13973	12870	12971	11248	10840	12741	11522	14063	12252	11577	13923	11923	11426	13020	8002.9	12529	15198	12710	14859	16706	15540	14629	16417	14596	15198	13471	16101	15926	11578	17614	8693.6	16970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5TA31	5193.8	5643.1	5971.9	6372.8	5290.6	5002.4	6248.5	5819.6	6397	5226.5	7160.5	6324.6	5781	6582.6	6400.4	5911.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9P246	39007	51373	51990	55208	38929	59654	51723	51511	53970	58030	83871	59098	48953	48407	53339	57555	7581.1	6444	6009.6	6865.2	4050.2	6236.5	7920.8	6580.6	7091.2	6527.1	7926.2	7314.7	6815.7	5305.4	5599.5	8434.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q92841	2670300	2800800	2700000	2643400	2149100	2702100	2347800	2470900	2582400	2639900	2793800	2496900	2653500	2916400	2454900	2843200	2439100	2271600	3350400	2235700	1433300	2611900	2165200	2222400	2157500	2857100	2692700	2519700	2378900	4269300	2011000	2860200	2806600	2774300	2863300	2816500	2914300	2066300	2889000	2780100	2487300	2892100	3170500	2928700	3589400	2834000	2799400	3502000
P0DJD1:P0DJD0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A286YEU2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5T7P8:Q86SS6:Q6XYQ8	93710	91568	72719	96890	71262	98326	80366	94745	75059	70231	81250	99965	104230	85160	63009	87559	65255	68815	47425	96829	147690	85462	117360	103360	95793	69037	66331	98817	129090	42523	91789	101140	137020	105190	76611	128960	128800	125100	135020	123070	124600	97544	164480	128170	114740	120950	84098	128240
P01859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UM13:A0A3B3ISY7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43175	5776100	5645000	4259700	5288100	4641800	4510300	3856900	4812400	4609900	4461400	4666400	3918500	5646300	4947200	3761800	4983000	6723600	4193700	5418200	3480700	2567900	5564700	3501200	4976200	4058000	5211000	4944500	4253700	5191000	2575200	3373400	5417100	4522500	3943300	3876400	4261500	4733500	3389300	4209700	4245600	4310500	3911100	4232600	4735500	4700600	4306800	3436600	4906600
Q9UK22	403000	593110	428210	668500	524520	719430	435860	517570	709640	353540	364170	449970	841960	636190	822520	567570	161600	156240	143220	101310	74591	211070	102350	129040	157710	129120	121830	114510	185510	127720	246040	165340	180640	207080	204570	236840	230150	196880	236310	251150	291270	170430	212020	217110	241850	288990	303000	262840
P50897	563160	609870	498170	714140	626340	670380	710220	612050	599200	577850	623370	810660	681390	706440	459730	606340	503570	412960	329060	431980	310330	605880	579280	569820	501070	475690	495720	546880	632770	379340	431140	512720	1018200	788900	834760	1050100	1022300	850150	1163200	995490	1201400	782060	923060	923580	1103600	1129700	847250	963730
Q7Z3U7	29735	48101	48885	65023	53782	47900	55441	51172	53623	41909	55408	65054	60775	62937	72519	57710	176460	150100	102830	100780	69240	204360	122930	139960	128440	147420	152110	128050	154820	62638	133330	152960	94725	103960	103450	118740	104090	79267	133830	92881	98974	103170	102770	105970	110490	106590	87998	112970
Q13555:H7BXS4	304410	338550	293970	309130	243750	290950	281180	259950	261000	263140	264190	276460	288500	317380	244710	316680	396180	298360	298630	244630	140750	413960	319920	322930	293000	339600	320200	312560	351090	164630	278280	348940	228940	225240	242880	226060	223210	167630	252540	212810	219270	248360	284660	285720	265390	224370	222820	275540
Q13367	50431	47884	48767	45922	37199	37504	39448	38111	55792	58699	53685	54409	51317	51325	52124	53031	15625	8742.8	7618.8	12645	12398	14035	16734	16685	14322	10977	13436	14229	17173	17991	9627	15683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P49590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67582	65134	41442	59228	33392	77883	77468	74742	82135	58538	74888	70910	67644	28181	51547	73097	137750	110170	120680	135940	121550	124810	132520	139190	128340	131530	125980	126620	133230	111730	121080	162580
Q92834	161130	150540	140170	130890	104280	139190	168220	127450	131530	247600	151020	150880	115280	147740	211830	170480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P48637	538580	635230	521810	626870	572390	605410	595180	595610	572470	596990	649890	575500	640260	671460	606320	625690	610440	490770	401240	487020	317370	580220	501390	547760	494380	608230	591280	605920	603530	373610	455360	591840	740330	705650	703730	784290	774390	597000	844680	781830	828550	890570	1128000	1003500	997570	895660	875520	977030
Q5JTW2	8200.2	8951	9018.9	7698.8	8806	9382.6	9876.3	9331.8	10705	9296.5	11187	9812	10273	11362	10509	10182	37985	46006	28769	26135	16426	42688	34094	35417	40655	45557	46068	34407	43281	16522	37938	41327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q08722	75485	69999	62037	49649	52159	59595	74228	65620	68250	78187	82742	74450	59763	65635	58336	61507	269400	223530	207470	198960	152260	231090	358260	231700	281620	250040	312940	314760	200250	189010	159520	293180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NQI0:O00571	3472100	3723100	3895500	4034200	2976800	3392800	3391700	3417400	3995100	3915300	4060100	3413100	3691700	4115300	4804000	3794100	3587900	3243100	2931000	3368900	1867200	3529200	3296200	3465700	3604200	2796100	3715500	3586200	3105200	2016400	2336600	3677300	4163300	5083000	5149600	5046400	4799700	3678200	4515300	4493700	3856900	4779900	3885100	4498300	5457000	4476800	4819700	5158500
P56945:Q14511	427510	359850	367890	308820	290830	333250	249320	316160	369900	292440	361770	248270	254960	297580	426730	326550	300650	297600	303240	380390	346670	350530	236800	292960	358200	209850	337280	311920	221220	333750	204350	348360	351220	308310	264700	361790	323850	272010	254400	333330	292970	315920	276750	272580	223580	284390	317810	359470
Q9UH03	149480	163350	127080	141960	123830	143330	159890	138310	140910	155460	158200	156180	139960	173230	110730	148460	250170	166530	185310	191030	136480	212990	233870	212100	212630	235300	231840	262350	238140	163490	207490	251250	307760	230500	246480	262590	281210	221950	352360	272900	331550	323100	424420	410360	364430	318630	279700	350340
A0A2R8Y4P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q01814	22248	24710	27236	25393	19566	23152	19694	24846	29399	24083	24192	19242	23617	28120	25522	23551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12583	9442.3	5320.1	11655	9805.8	9092.6	10229	9197.3	7503.4	8205.6	8210.9	7647.4	10746	10040	7651.1	8084.8
P15260	51790	45146	38912	37882	34597	33198	42263	39791	50277	33847	50546	42051	37827	42473	45025	38410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108370	75257	62260	76695	76568	63759	76169	73502	74336	77788	70788	68413	84309	69756	68004	89219
Q14004	202600	206960	218940	198380	183280	196670	192430	207720	212530	215100	228260	209540	191110	202910	185100	198710	97144	87550	73232	102190	86963	88098	97110	85141	104440	85284	110610	102400	77157	69090	61828	107300	228350	199150	190800	201940	198520	156930	217700	200230	201830	275220	268210	242420	224250	203100	237940	268000
Q9Y3X0	495500	468620	446500	395300	431870	495380	420890	462210	412140	455570	443630	425410	419990	410090	394050	439560	264110	193080	206300	235770	180130	216460	237560	220370	208550	262550	251740	301090	230290	229490	174210	277340	330330	267570	264040	314500	314060	284210	310830	329160	350610	360990	416810	401100	363290	326680	323680	382400
Q8NI35	14677	21155	22568	28246	23267	21752	25670	26651	29222	22934	29904	26093	24109	25107	22709	22778	54142	66626	45363	56615	43459	63234	53764	59439	71924	43688	67149	56562	57328	33918	47646	61950	97744	73162	55582	127530	133250	124480	84106	138940	123870	63313	72647	64364	91097	132370	94969	86610
Q9P260	71866	97328	86912	106400	113780	114060	83118	112620	107830	77296	107480	117140	147300	89458	122500	94826	75898	66713	41307	50312	36168	77511	52739	65461	58329	52083	65704	54967	66525	21462	48923	70210	67235	73601	59623	79010	81635	59856	69300	71677	78834	70199	70142	72328	73583	77179	65580	73599
Q8IWE5	44151	49516	43225	42602	48132	49736	45477	48664	48133	41529	50269	45911	45004	45709	42997	43369	54983	66858	25518	22360	18586	54266	33997	35786	33730	45267	50599	36762	43414	18497	43309	41095	3095.5	2611.5	2803.5	3163.6	2376.3	2151.6	2817.8	2894.7	3337.3	2845.8	2454.3	3186	2336.2	3178.9	2964.2	3241.4
P35222	539230	643050	601230	605800	482240	533790	586200	560120	569780	562960	660610	603510	550920	618160	570280	626290	645680	584550	477560	447070	304700	670430	533840	541560	547060	601680	637350	537690	539620	295000	522840	627930	602460	762240	736120	630380	624210	466640	750960	562350	563650	619490	616050	614140	675680	590970	499370	711450
O60779	7284.1	7684.4	7463.9	9171.7	8806.2	6495.6	6851.1	7911	9368.8	8102.5	8050.9	11312	10154	7679	9073.2	7532.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UNA1	9086.2	11986	11445	9290.8	10120	11852	9929.8	11138	13402	10871	11042	11702	10499	9299.3	9238.8	11783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
