maxquant_row_id	num_gene_names	gene_names	uniprot_acc	is_unique	protein_ids
174	1	RELA	Q04206	Unique	Q04206;Q04206-4;Q04206-3;Q04206-2;A0A087X0W8;E9PKH5;Q2TAM5;E9PQS6;A0A087WVP0;E9PKV4;E9PI38;E9PNV4;E9PMD5;E9PRX2;E9PJR1;E9PM47;E9PN69;E9PNK5;H0YCB4;E9PJZ9
176	3	NOMO3:NOMO1:NOMO2	P69849:Q15155:A0A087WTD5	Multimapped	Q15155;A0A087X117;A0A0G2JN29;P69849;J3KN36;A0A7I2V6B0;A0A7I2V4T6;A0A7I2V2Z5;A0A7I2V3P4;A0A0G2JP90;A0A087WW46;A0A7I2V4D7;A0A7I2V686;A0A7I2V2V8;H3BPS9;A0A087WTD5;H3BTW1;I3L0Q6;H3BUC9;I3L1G6
177	2	ZMIZ1:ZMIZ2	Q9ULJ6:Q8NF64	Multimapped	E7EWM3;A0A087X127;Q8NF64-3;Q8NF64-2;Q8NF64;Q9ULJ6-2;Q9ULJ6
178	1	SEPTIN8	Q92599	Unique	A0A087X142;A6NMH6;A6NFQ9;F8W8I8;Q92599-2;Q92599-4;Q92599;Q92599-3
179	2	SSBP2:SSBP4	P81877:U3KQ46	Multimapped	A0A087X159;P81877-2;P81877-4;P81877-5;P81877-3;P81877;D6RAC5;U3KQ46
180	1	TRPV3	Q8NET8	Unique	J3KPJ6;A0A087X170;Q8NET8-3;Q8NET8;Q8NET8-2
181	1	SELENOF	O60613	Unique	A0A087X1G7;O60613;A0A0J9YX89;A0A3B3IT39
182	1	LYPLA1	O75608	Unique	A0A087X1K9;O75608-2;O75608;B4DP64;E5RGR0;E5RJ48;E5RI35
183	1	CADM1	Q9BY67	Unique	A0A087X1W8;A0A0A0MTJ8;X5DQS5;Q9BY67-5;Q9BY67;Q9BY67-4;Q9BY67-3;A0A087X0T8;Q9BY67-2;F5H125;H0YG94
184	1	PSME2	Q9UL46	Unique	A0A087X1Z3;Q9UL46;H0YM70;H0YLG1;H0YLD2;H0YKU2
185	1	CIP2A	Q8TCG1	Unique	A0A087X211;Q8TCG1;Q8TCG1-2;F8WF26;F8WAX6
186	1	WASHC4	Q2M389	Unique	A0A087X256;Q2M389;Q2M389-2;F8W1W1;F8VYH7;F8VNZ5
187	1	PCGF2	P35227	Unique	A0A087X259;J3KT13;P35227
188	1	DNAAF11	Q86X45	Unique	H0YAS5;G5EA20;A0A087X298;Q86X45-2;Q86X45
189	1	IFT20	Q8IY31	Unique	J3QRH2;A0A087X2B4;J3KRU2;J3QR43;J3QRC6;Q8IY31-4;Q8IY31;Q8IY31-3;Q8IY31-2
190	1	MRPL45	Q9BRJ2	Unique	A0A087X2D5;Q9BRJ2;A0A0G2JMS5;A0A087WU62
191	2	SPAG9:MAPK8IP3	O60271:Q9UPT6-2	Multimapped	A0A087X2D8;O60271-4;O60271-2;O60271;O60271-9;O60271-5;O60271-3;H0YBE9;D6RHI8;Q9UPT6-2
192	1	HECTD1	Q9ULT8	Unique	A0A087X2H1;Q9ULT8;H0YJP0;H0YJD4;G3V4V5;A0A087WVU6;H0YJ72;H0YJV8
193	1	PSMC6	P62333	Unique	A0A087X2I1;P62333;H0YJC0;H0YJS8;H0YJX2;H0YJT1;H0YJE9;H0YJD2;H0YJY8
194	1	PRUNE2	Q8WUY3	Unique	H7BZH9;E9PDC2;A0A088AWP5;Q8WUY3-4;Q8WUY3;Q8WUY3-2;Q8WUY3-3
195	2	ERCC5:BIVM-ERCC5	P28715:R4GMW8	Multimapped	A0A090HNM7;A0A1W2PS85;R4GMW8;P28715;P28715-2;A0A494C0S2
196	3	DOCK1:AGXT:CFAP299	Q14185:P21549:Q6V702	Multimapped	A0A096LNH6;Q14185;E7EPK2;G5E9Y8;Q6V702-3;Q6V702;Q6V702-1;P21549
197	1	ATRX	A0A096LNL9	Unique	A0A096LNL9;A0A096LNW1
198	1	ISG15	P05161	Unique	A0A096LNZ9;A0A096LPJ4;P05161
199	1	GPS1	A8K070	Unique	A0A096LP07;A0A096LPJ3;A8K070
200	1	PTRH1	Q86Y79	Unique	A0A096LP22;Q86Y79;A0A096LPA3;C9J7Z1
201	2	AAK1:NA	A0A096LP25:Q6ZSR9	Multimapped	A0A096LP25;Q6ZSR9;Q2M2I8-2;A0A096LNZ0;E9PG46;A0A096LP60
202	2	TRIM39:RPP21	Q9HCM9:A0A096LP39	Multimapped	H0Y735;A2AAZ6;A0A140TA46;A0A0G2JKY0;A0A096LP39;Q9HCM9-2;Q9HCM9
203	1	WASHC2C	Q9Y4E1	Unique	A0A0A0MR88;A0A096LPC5;Q9Y4E1-2;Q9Y4E1-1;Q9Y4E1;Q9Y4E1-6;J3KP36;Q9Y4E1-5;Q9Y4E1-3
204	4	GATD3:GATD3B:GATD3A:NA	P0DPI2:A0A096LP12:F2Z2Q0:A0A096LPI6	Multimapped	A0A096LPI6;A0A096LNH5;P0DPI2;A0A0B4J2D5;H7C2G3;H7C1F6;P0DPI2-2;A0A0B4J2D5-2;A0A096LNJ1;A0A096LP73;A0A2R8Y6K9;A0A2R8YDR7;F2Z2Q0;A0A096LP12
205	1	RTF2	Q9BY42	Unique	A0A0A0MQR2;Q9BY42;A2A2L6;A2A2L5
206	1	CIC	Q96RK0	Unique	A0A0A0MQR4;I3L2J0;A0A7P0T9K5;Q96RK0;I3L373;I3L135;I3L1Q4
207	1	PYCR3	Q53H96	Unique	A0A0A0MQS1;Q53H96-2;Q53H96;F8WEI0;B5MD87
208	1	CLASRP	Q8N2M8	Unique	F5H0Q6;A0A0A0MQS2;Q8N2M8;Q8N2M8-3;Q8N2M8-4;K7EKC9;K7EP11;K7EM61
209	1	WDR18	Q9BV38	Unique	U3KQC1;A0A0A0MQU0;Q9BV38;K7EIR0;K7EML4;U3KQK3;A0A087X237;K7EKX5
210	2	UBE2D2:UBE2D3	P62837:D6RAW0	Multimapped	A0A0A0MQU3;P62837;D6RAW0;D6RFM0;P62837-2
211	2	SEMA6A:SEMA6B	Q9H2E6:Q9H3T3	Multimapped	A0A0A0MQU6;Q9H2E6;Q9H2E6-2;H0Y8V9;E9PDV9;B3KU01;Q9H3T3-3;Q9H3T3
212	1	FGF2	P09038	Unique	A0A0A0MQV6;P09038-2;P09038-3;P09038-1;P09038
213	1	MYO10	Q9HD67	Unique	E9PEW5;A0A0A0MQX1;Q9HD67-3;Q9HD67
214	1	CACHD1	A0A0A0MQY7	Unique	A0A3B3ISH2;A0A0A0MQY7;Q5VU97;Q5VU97-2
215	1	MLST8	Q9BVC4	Unique	A0A0A0MR05;Q9BVC4-5;Q9BVC4;H3BM50;H3BPU5;H3BPT1;H3BN58;H3BSZ4;Q9BVC4-4;Q9BVC4-3
216	1	PTPN9	P43378	Unique	P43378;A0A0A0MR09;H3BQT6
217	1	CCDC14	Q49A88	Unique	A0A0A0MR27;J3QT39;Q49A88-2;Q49A88-3;Q49A88-5;Q49A88-6;Q49A88;H7C5T3;C9JU82;Q49A88-4
218	1	MYEF2	Q9P2K5	Unique	A0A0A0MR39;A0A0A0MQW0;A0A087WUT0;Q9P2K5;Q9P2K5-2;H0YN19;A0A0C4DGV1;A0A087WWC8;Q9P2K5-4;Q9P2K5-3;H0YKS1
219	2	SYN3:SYN1	O14994:A0A1W2PSE9	Multimapped	A0A0A0MR68;O14994;A0A087WTG8;A0A1W2PSE9
220	1	GPSM1	Q86YR5	Unique	A0A0A0MSK4;A0A0A0MRC4;Q86YR5-4;Q86YR5;A0A087WVF5;Q86YR5-3
221	1	ASAP1	Q9ULH1	Unique	A0A0A0MRE5;Q9ULH1;Q9ULH1-2;E5RHD7;H0YBM4;H0YBF7
222	1	WDR47	O94967	Unique	A0A0A0MRE6;O94967-2;O94967;O94967-3;O94967-4
223	2	TEAD4:TEAD1	Q15561:H0YEJ9	Multimapped	A0A0A0MRF3;Q53GI4;Q15561-3;Q15561;H0YEJ9;P28347-2;H0YGS2;Q15561-2;H0YCZ6;H0Y7B0
224	1	PLCG2	P16885	Unique	A0A0A0MRF9;P16885
225	1	BAK1	Q16611	Unique	A0A0A0MRG8;Q16611-2;Q16611
226	1	GPALPP1	Q8IXQ4	Unique	A0A0A0MRI1;Q8IXQ4;Q8IXQ4-3;Q8IXQ4-2;A0A087WW86;Q8IXQ4-4
227	1	CDC42BPA	Q5VT25	Unique	A0A0A0MRJ0;A0A0A0MRJ1;Q5VT25-3;Q5VT25-4;Q5VT25-5;Q5VT25;Q5VT25-2;Q5VT25-6;H0Y7V8;H0Y5V1;H0Y6R0
228	1	ATF3	P18847	Unique	A0A0A0MRJ2;Q5VTZ4;P18847;P18847-4;P18847-2;P18847-5;P18847-3
229	1	PCMT1	P22061	Unique	A0A0A0MRJ6;P22061;P22061-2;F6S8N6;A0A3F2YNX8;C9J0F2;F8WDT3;F8WAV5;F8WAX2
230	1	ABLIM1	O14639	Unique	J3QSX6;F8W8M4;A0A0A0MRL6;A0A3B3IS55;O14639-4;O14639-3;O14639-5;O14639-2;O14639-6;O14639;A0A494C1P1;A0A494C1G0;H0Y7N6;F6XFR5
231	1	CYB5R4	Q7L1T6	Unique	A0A0A0MRM6;Q7L1T6
232	1	MYO6	Q9UM54	Unique	A0A0A0MRM8;A0A1Y0BRN3;Q9UM54-6;Q9UM54-2;Q9UM54-5;Q9UM54;Q9UM54-1;Q9UM54-4;E7EW20;A0A590UJ40;A0A590UKB0;A0A590UJ75;A0A0D9SGC1;A0A590UK22;A0A590UK86;A0A5F9ZI03;A0A590UJY4;A0A590UK71;Q5JVM0;A0A590UJW9
233	1	ANKRD2	Q9GZV1	Unique	Q5T457;A0A0A0MRN9;Q9GZV1-2;Q9GZV1
234	1	UBE2U	Q5VVX9	Unique	V9GYA6;V9GZ31;A0A0A0MRP4;Q5VVX9
235	1	ZNF691	Q5VV52	Unique	A0A0A0MRR1;Q5VV50;Q5VV52-3;Q5VV52;Q5VV51
236	1	SNRPC	P09234	Unique	P09234;A0A0A0MRR7;Q5TAL2
237	1	NFKBIL1	Q9UBC1	Unique	Q5STV6;A0A0A0MRT5;Q9UBC1-2;Q9UBC1-3;Q9UBC1
238	1	ABI1	Q8IZP0	Unique	A0A0A0MRT6;Q8IZP0-2;Q8IZP0-4;Q8IZP0-3;Q8IZP0-5;Q8IZP0-6;Q8IZP0-9;Q8IZP0-12;Q8IZP0;B6VEX4;Q8IZP0-10;Q8IZP0-8;Q8IZP0-7;Q8IZP0-11
239	1	MPP2	Q14168	Unique	Q14168-4;B4DZ84;Q14168;Q14168-3;Q14168-2;Q14168-6;A0A0C4DH75;D3DX49;A0A0D9SFF8;A0A0A0MRU0;D3DX48;Q14168-5;E5RI47;A0A087X0C7;A0A087WVY2;E5RK50;E5RI32;E5RK44;E5RJK0;E5RIU3
240	5	CBWD3:CBWD6:CBWD2:CBWD1:CBWD5	Q5JTY5:H0Y5V3:F8WEU0:A0A087WZQ3:Q6NVZ8	Multimapped	Q5JTY5;Q5RIA9;A0A0A0MRU4;Q5RIB0;Q5JTY5-2;A0A0A6YYH9;Q4V339;Q5RIA9-3;H0Y5V3;A0A087WWG3;A0A0B4J2F1;Q6NVZ8;A0A087WYD2;E7EUZ7;A0A0B4J2E3;Q5JTY2;Q5RIB5;A0A087WZQ3;H0Y857;F8WEG4;F8WEU0;Q5RIB3;A0A087WTC0;Q9BRT8-4;Q5RIA9-2;A0A0B4J1T6;A0A087X1C0;F2Z3P0
241	1	FAM219A	Q8IW50	Unique	A0A0A0MRW1;A0A0A0MRW2;Q5T593;A0A0A0MRW0;A0A0A0MRW3;Q8IW50-3;Q8IW50-2;Q8IW50-5;Q8IW50-6;Q8IW50-4;Q8IW50
242	1	APTX	Q7Z2E3	Unique	A0A0A0MRW7;Q7Z2E3-13;Q7Z2E3-9;Q7Z2E3-11;Q7Z2E3-8;Q7Z2E3-7;Q7Z2E3;A0A5F9ZI51;A0A5F9ZGW5;A0A5K1VW64;C9J8U3;Q7Z2E3-4;Q7Z2E3-3;Q7Z2E3-5;Q7Z2E3-10
243	3	ELAVL4:ELAVL2:ELAVL3	P26378:Q12926:Q14576	Multimapped	Q12926;Q12926-2;A0A0A0MRX1;P26378-2;A0A0R4J2E6;A0A494C1D9;A0A494C147;B1APY9;A0A494C0F8;P26378-4;P26378-5;P26378-1;P26378-3;P26378;A0A494C015;A0A494C173;B1AM48;C9JB16;Q14576-2;Q14576;A0A494C0Q5;A0A494C0M6;A0A494C011
244	1	RGL3	Q3MIN7	Unique	A0A0A0MRX4;Q3MIN7;Q3MIN7-2
245	1	TBC1D22A	Q8WUA7	Unique	B0QYI1;A0A0A0MRY0;Q8WUA7-3;Q8WUA7-2;Q8WUA7-4;Q8WUA7
246	1	ZMYND11	Q15326	Unique	A0A0A0MRY2;B0QZE2;B7Z2J6;E7ENI9;J3QKD2;A0A0D9SGD6;E7EV75;Q15326-4;Q15326-5;Q15326-2;Q15326-6;Q15326-3;Q15326
247	3	IGHG3:IGHG1:IGHG4	P01860:P01857:P01861	Multimapped	A0A0A0MS08;P01857;A0A0A0MS07;A0A4W9A917;A0A286YFJ8;A0A286YES1;P01861;P01860
248	1	RAD51B	O15315	Unique	A0A0A0MS18;C9JYJ0;O15315-5;O15315-2;O15315-1;O15315-4;O15315
249	1	COG4	Q9H9E3	Unique	A0A6I8PIQ6;A0A0A0MS45;J3KNI1;Q9H9E3;Q9H9E3-3;Q9H9E3-2;H3BMV9;E9PRT5;H3BSD2;J3QLW1;J3KRB5
250	1	PRKACB	P22694	Unique	P22694-2;P22694-4;A0A0A0MS54;P22694-9;P22694-6;P22694-7;P22694-5;P22694;P22694-3;A0A087WVC4;P22694-10;P22694-8;B1APG3;B1APF9;B1APF8;B1APG2;B1APG0;B1APG1;B1APF7
251	1	B3GALT5	Q9Y2C3	Unique	A0A0A0MS93;Q9Y2C3
252	1	OSBP2	Q969R2	Unique	A0A0A0MSB4;Q6ZN50;Q969R2-6;Q969R2-3;Q969R2-2;Q969R2;H7C1R2;H7C368;H7C428;Q969R2-5;Q969R2-4
253	1	SVEP1	Q4LDE5	Unique	A0A0A0MSD0;Q4LDE5-2;Q4LDE5-4;Q4LDE5
254	1	HADH	Q16836	Unique	Q16836-2;Q16836-3;Q16836;E9PF18;A0A0D9SFP2;A0A0A0MSE2;A0A1W2PQV5;A0A804HKJ2;A0A1W2PNM1;A0A804HLB5;A0A804HJW7;A0A1W2PRT2;A0A1W2PQC2;A0A1W2PQ78;A0A804HJK7;A0A1W2PP40;A0A1W2PQ55
255	1	WIPF3	A6NGB9	Unique	A0A0A0MSG0;A6NGB9
256	1	EXOC5	O00471	Unique	A0A0A0MSI8;O00471;F8W9B8;G3V377
257	1	PPP6R2	O75170	Unique	A0A0A0MSJ8;T1ECW5;O75170-6;O75170-2;O75170-4;O75170-3;O75170-5;O75170
258	1	RASA2	Q15283	Unique	A0A0A0MSJ9;Q15283-2;Q15283;D6RBA9
259	1	PET100	P0DJ07	Unique	A0A0A0MSK2;P0DJ07
260	1	TOR1AIP1	Q5JTV8	Unique	A0A0A0MSK5;Q5JTV8;H0Y4R4;H0YD16;H0YDU3
261	1	ARHGAP5	Q13017	Unique	A0A0A0MSK6;Q13017-2;Q13017
262	1	PI4KB	Q9UBF8	Unique	A0A0A0MSL0;A0A0B4J1S8;Q9UBF8-2;Q9UBF8
264	1	FRMPD3	A0A0A0MSP7	Unique	A0A804HJA6;A0A0A0MSP7;A0A804HKI5;Q5JV73
265	1	ESPN	B1AK53	Unique	A0A0J9YY76;H0Y7L4;A0A0J9YWQ8;A0A0A0MSQ4;B1AK53-2;B1AK53;A0A1B0GUS9;A0A2R8YG57
266	1	CALCR	P30988	Unique	A0A0C4DG16;A0A0A0MSQ7;P30988-3;P30988-4;P30988;P30988-1
267	1	MON1A	Q86VX9	Unique	A0A0A0MSQ9;Q86VX9-2;Q86VX9-4;Q86VX9-5;Q86VX9
268	1	SLAIN1	Q8ND83	Unique	A0A0C4DFN6;A0A0A0MSS3;Q8ND83-2;Q8ND83-4;Q8ND83;C9JP03;Q5T6P2;C9JD09;C9JUW9;X6RDJ2;X6RGK9;B7Z326;Q8ND83-3
269	3	AKR1C3:AKR1C2:AKR1C1	P42330:P52895:Q04828	Multimapped	H0Y804;B4DK69;S4R3Z2;A0A0A0MSS8;P42330-2;Q04828;P52895;P42330
270	1	MIDEAS	Q6PJG2	Unique	A0A0A0MSU2;A0A1C7CYX1;Q6PJG2;H7C1L3
271	1	TAPBP	O15533	Unique	A0A0G2JKZ1;A2AB90;A0A0G2JH37;A0A0A0MSV9;O15533-2;O15533;O15533-3;Q6P1N7;C9JA35;A0A0A0MT98;O15533-4;A0A140T9B2;A0A0G2JJI5
272	1	PITPNB	P48739	Unique	A0A0A0MSW4;P48739;P48739-2;P48739-3;B3KYB7;B3KYB6
273	2	ATP1A3:NA	P13637:A0A2R8YEY8	Multimapped	M0R116;A0A2R8YEY8;A0A0A0MT26;P13637;P13637-2;P13637-3;M0QXF2
274	4	LIPA:LIPK:LIPN:LIPJ	P38571:Q5VXJ0:Q5VXI9:Q5W064	Multimapped	A0A0A0MT32;P38571-2;P38571;Q5T073;Q5T770;Q5W064;Q5VXI9;Q5VXJ0
275	1	SCAF8	Q9UPN6	Unique	A0A0A0MT33;Q9UPN6;Q9UPN6-2
276	1	PRXL2B	Q8TBF2	Unique	A0A2P0CTB1;Q8TBF2-3;A0A0A0MT35;Q8TBF2;Q8TBF2-6;A0A2P0CTH9;A0A0A0MRV4;A0A2P0CU24;Q8TBF2-4;J3KRV9;Q8TBF2-2;Q8TBF2-7;A0A0G2JSF1;A0A0G2JRR6;J3KPF6;J3KPF5;J3QKK8
277	1	TCEA2	Q15560	Unique	A0A0A0MT58;Q15560-2;Q15560;Q5JRI7;Q86VL0;Q5JRI8
278	1	CCM2	Q9BSQ5	Unique	C9JUH3;A0A0A0MT72;Q9BSQ5-3;Q9BSQ5-4;Q9BSQ5;Q9BSQ5-2
279	1	IVD	P26440	Unique	A0A0A0MT83;P26440;A0A0S2Z4K7;P26440-2;H0YN10;H7C4G6;H0YKV0;H0YLC3;A0A087WVD3
280	1	WDR36	Q8NI36	Unique	A0A0A0MTB8;Q8NI36
281	1	RNF213	Q63HN8	Unique	A0A0A0MTR7;A0A0A0MTC1;Q63HN8;Q63HN8-4;Q63HN8-6;Q63HN8-5
282	2	"NAV2:NAV3"	Q8IVL1:Q8IVL0	Multimapped	Q8IVL1-9;Q8IVL1-12;A0A0A0MTL4;A0A0A0MTE8;Q8IVL1-4;Q8IVL1-10;Q8IVL1-13;Q8IVL1-8;Q8IVL1-11;Q8IVL1-3;Q8IVL1-2;Q8IVL1;E9PNV5;Q8IVL1-5;Q8IVL0;Q8IVL0-2;Q8IVL0-3;H0YHA8;Q8IVL1-6;E9PLU3
283	1	VARS2	Q5ST30	Unique	B7ZL25;A0A140TA45;A0A140TA40;A0A0A0MTG1;B4E0K6;A0A140T8Y0;A0A0G2JIA5;A0A140TA36;A0A140TA35;A0A0G2JL52;Q5ST30;Q5ST30-4;Q5ST30-3;A2ABL6;B7ZCJ6;Q5ST30-2
284	1	SCAP	Q12770	Unique	A0A0A0MTG6;Q12770-4;Q12770-2;Q12770
285	1	ILK	Q13418	Unique	A0A0A0MTH3;Q13418;Q13418-3;Q13418-2;E9PQ52;A0A087WW45;A0A087WWY6
286	1	BTAF1	O14981	Unique	A0A0A0MTH9;O14981;O14981-2
287	1	DHCR24	Q15392	Unique	A0A0A0MTI1;Q15392-2;Q15392;A0A3B3IRV7;A0A3B3ISR5;A0A3B3ITT9;A0A3B3IT58
288	2	ROR2:ROR1	Q01974:Q01973	Multimapped	A0A0A0MTJ5;Q01973;Q01973-3;Q01973-2;Q01974
289	1	NCEH1	Q6PIU2	Unique	A0A0A0MTJ9;Q6PIU2-3;Q6PIU2;Q6PIU2-2
290	1	SKP2	Q13309	Unique	Q13309;A0A0A0MTL5;D6RF40;Q13309-2;A0A7P0S4R7;A0A7I2V2J7;A0A7I2YQC7;A0A7I2V5B8;D6R9R7;A0A7I2YQB7;D6RAG5;D6RHY6;A0A7I2YQH6;A0A7I2V3U1;A0A7I2V413;Q13309-4;H0Y9I9
292	1	MPHOSPH9	Q99550	Unique	A0A0A0MTP3;Q99550-2;Q99550;F5H798;F5GYG6;F5H1W2;F5H2I5;F5GYP5;H0YG46;J3KNE4
293	1	ATP5MJ	P56378	Unique	G3V556;A0A0A0MTQ5;P56378
294	1	OGFOD1	Q8N543	Unique	A0A0A0MTR2;Q8N543;H3BR79;H3BUA6;Q8N543-2;H3BR02;H3BP48
295	1	HYI	Q5T013	Unique	H0YB18;H0YB70;F6UJY9;J9JIE9;A0A0A0MTR5;E7EWH8;F6UJY1;Q5T013-2;Q5T013-4;Q5T013-3;Q5T013
296	1	TMEM259	Q4ZIN3	Unique	A0A0A0MTU3;U3KPY4;Q4ZIN3-2;Q4ZIN3
297	3	TMED7:TMED7-TICAM2:TICAM2	Q9Y3B3:A0A0A6YYA0:Q86XR7-2	Multimapped	A0A0A6YYA0;Q86XR7-2;Q9Y3B3-2;Q9Y3B3;G3V2Y2
298	2	ZFP91:ZFP91-CNTF	Q96JP5:A0A0A6YYC7	Multimapped	A0A0A6YYC7;Q96JP5-2;Q96JP5;H3BTR0
299	3	STON1:GTF2A1L:STON1-GTF2A1L	Q9Y6Q2:Q9UNN4:Q53S48	Multimapped	A0A0A6YYG5;Q53S48;Q9Y6Q2-3;Q9Y6Q2;Q9Y6Q2-2;H7C1E2;Q9UNN4-2;Q9UNN4
300	1	NCAPH2	Q6IBW4	Unique	A0A0A6YYG7;Q6IBW4;Q6IBW4-4;Q6IBW4-2;E5RJN3;Q6IBW4-5;H0YC55;E5RJL4;F8WAR3
301	3	ARPIN:C15orf38-AP3S2:ARPIN-AP3S2	Q7Z6K5:A0A0A6YYH1:H0YL85	Multimapped	A0A0A6YYH1;Q7Z6K5-2;Q7Z6K5;H0YMP5;H0YL85
302	2	PPAN:PPAN-P2RY11	A8MV53:A0A0B4J1V8	Multimapped	A0A0A6YYI3;Q9NQ55-2;Q9NQ55;Q9NQ55-3;A8MV53;A0A0B4J1V8;H7C446;C9J3W3;C9JHF7
303	2	MACF1:KIAA0754	A0A0A6YYJ5:O94854	Multimapped	A0A0A6YYJ5;O94854;O94854-2
304	2	SOX7:NA	Q9BT81:A0A0A6YYK5	Multimapped	A0A0A6YYK5;Q9BT81-2;Q9BT81
305	3	SULT1A3:SULT1A4:SULT1A1	P0DMM9:P0DMN0:P50225	Multimapped	A0A0A6YYL2;P50225-2;P50225;P0DMN0;P0DMM9;P0DMM9-3
306	3	PAM16:CORO7-PAM16:CORO7	Q9Y3D7:A0A0A6YYL4:P57737-3	Multimapped	A0A0A6YYL4;P57737-3;I3L0X9;I3L3T0;Q9Y3D7;I3L1U7
307	1	ACSS3	Q9H6R3	Unique	A0A0B4J1R2;Q9H6R3;Q9H6R3-2
308	1	CCDC174	Q6PII3	Unique	Q6PII3;A0A0B4J1R8;A0A087WYA9
309	1	BIRC5	O15392	Unique	A0A0B4J1S3;O15392;O15392-5;O15392-4;H3BLT4;O15392-2;K7EMW2;O15392-7;O15392-6;O15392-3;K7EP76;K7ELG2
311	1	MED24	O75448	Unique	F5GY88;A0A0B4J1W0;O75448-2;O75448;B4DDR8;F5H5K2;E9PFL1;H0YEG1;J3KTL3;B9TX62
312	1	"NAA15"	Q9BXJ9	Unique	A0A0B4J1W3;Q9BXJ9;Q9BXJ9-4
313	1	TTC21A	Q8NDW8	Unique	A0A0B4J1Y2;A0A804HK20;Q8NDW8-5;Q8NDW8;Q8NDW8-7
314	1	COBLL1	Q53SF7	Unique	A0A0B4J1Z0;A0A0X1KG75;A0A0D9SG04;Q53SF7;Q53SF7-3;Q53SF7-2;A0A7P0TAB9;C9JWZ0;F8WEK0;A0A7P0TAY7;C9JAU3
315	1	NMU	P48645	Unique	D6RBC9;E9PDJ7;A0A0B4J202;P48645
316	1	CUTC	Q9NTM9	Unique	Q5TCZ7;A0A0B4J226;Q9NTM9
317	6	IGLC7:IGLC6:IGLC1:IGLC2:IGLC3:IGLL5	A0M8Q6:P0CF74:P0CG04:P0DOY2:P0DOY3:A0A0B4J231	Multimapped	P0DOY3;P0DOY2;A0A5H1ZRQ7;A0A5H1ZRQ4;A0A0B4J231;P0CG04;P0CF74;A0M8Q6;B9A064
318	1	DAD1	P61803	Unique	F5H895;A0A0B4J239;F5GXX5;P61803
319	1	COMMD4	Q9H0A8	Unique	A0A0B4J287;Q9H0A8
320	1	TRAPPC2L	Q9UL33	Unique	A0A0B4J294;H3BP13;Q9UL33-2;Q9UL33;H3BPN3;H3BUK6;A0A0B4J286
321	2	SHPK:NA	Q9UHJ6:A0A0B4J2A0	Multimapped	A0A0B4J2A0;Q9UHJ6
322	2	LOC102724159:PWP2	A0A0B4J2E5:C9J544	Multimapped	A0A0B4J2E5;Q15269;C9J544;A0A0J9YX21
323	1	PIGBOS1	A0A0B4J2F0	Unique	A0A0B4J2F0
324	1	FOXP1	Q9H334	Unique	A0A3B3ISQ6;A0A3B3IS87;H0Y882;G5E965;A0A0B4J2F3;A0A3B3IRW5;A0A3B3IT66;A0A3B3IT14;C9J0F0;A0A3B3IST6;A0A3B3IUB6;A0A3B3IRS5;A0A3B3IST0;Q9H334;Q9H334-4;Q9H334-3;Q9H334-7;Q9H334-6;Q9H334-8
325	1	FCHO1	O14526	Unique	A0A0C3SFZ9;M0QZI3;O14526-3;O14526-2;O14526
326	1	KDM4B	O94953	Unique	A0A0C4DFL8;F5GX28;O94953;K7ES23;K7EQ54;O94953-2
327	1	GSTZ1	O43708	Unique	A0A0C4DFM0;G3V4T6;O43708-2;O43708;G3V3B9;A0A0A0MR33;G3V267;G3V5T0;O43708-3;G3V5U6;G3V5G8
328	1	TM9SF4	Q92544	Unique	A0A0C4DFM1;Q92544;F8WCN2;F2Z2L1
329	1	ZNF574	Q6ZN55	Unique	A0A0C4DFM2;Q6ZN55;Q6ZN55-2
330	1	TUT4	Q5TAX3	Unique	A0A0C4DFM7;Q5TAX3;E9PKY2;Q5TAX3-2;E9PRG2;X6R5G7;E9PKX1;H0YDJ1;H0YEE8;E9PJN7;E9PQS7
331	1	ZSCAN25	Q6NSZ9	Unique	A0A0C4DFN0;Q6NSZ9-4;Q6NSZ9-2;Q6NSZ9
332	1	TCTN3	Q6NUS6	Unique	A0A7P0TA00;A0A7P0T8X6;A0A7P0TB57;A0A804G9W2;A0A0C4DFN5;Q6NUS6-3;Q6NUS6-2;Q6NUS6
333	1	TMEM67	Q5HYA8	Unique	A0A804HJR8;C9JHI2;A0A804HLK0;A0A804HIB2;A0A804HL43;C9JRQ8;A0A804HJS5;H0YC18;A0A7P0MXI9;A0A0C4DFP8;H0YB69;Q5HYA8
334	1	ZBTB34	Q8NCN2	Unique	A0A0C4DFQ2;Q8NCN2
